SMILES,SMILES_state,Scaffold,R-groups,NLL
CC1=C(C(=O)Nc2ccc(C(=N)Nc3cccnc3)cc2)C=C(C(N)=NC(N)=NC2CCCCCC2)C=CN1C(=N)N,1,[*]NC(c1ccc(N[*])cc1)=N,n1cc(*)ccc1|C1=CN(C(=N)N)C(C)=C(C(=O)*)C=C1C(N)=NC(=NC1CCCCCC1)N,54.86
N=C(NS(=O)(=O)O)c1ccc(COc2ccc(NS(=O)(=O)CCCN=C(N)N)c(N)c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(O*)ccc(NS(=O)(CCCN=C(N)N)=O)c(N)c1|O=S(=O)(*)O,26.58
CSC(N)=Nc1ccc(C(CCCNC(=N)N)C2CCCCC2)cc1C,1,C(NC(=N)N)CCC([*])[*],c1(*)cc(C)c(N=C(SC)N)cc1|C1C(*)CCCC1,22.94
CC(=O)Nc1ccc(C(=N)Nc2ccc(N=Nc3ccc(N)cc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)ccc(N=Nc2ccc(N)cc2)c1|C(C)(=O)*,15.48
Cc1cc(C(=O)O)cc(C)c1NC(=O)NC(=N)c1ccc(COc2c(F)c(F)c(F)c(Oc3ccc(N)cc3)c2F)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cc(N)ccc1Oc1c(F)c(O*)c(F)c(F)c1F|c1(NC(*)=O)c(C)cc(C(O)=O)cc1C,44.46
N=C(N)NCCCC(c1ccc(NC(=O)Cc2ccccc2)cc1)C1CCCCCC1,1,C(NC(=N)N)CCC([*])[*],c1(*)ccc(NC(=O)Cc2ccccc2)cc1|C1C(*)CCCCC1,22.54
CNc1cc(C=NNC(=S)NCc2ccc(C(=N)NS(=O)(=O)c3ccc(OS(=O)(=O)OC4C=Cc5cccc(OC(=O)NS(=O)(=O)O)c5C4)cc3C)cc2)ccc1C(N)=O,1,N(C(c1ccc(C[*])cc1)=N)[*],*NC(NN=Cc1cc(NC)c(C(=O)N)cc1)=S|O=S(=O)(Oc1ccc(S(*)(=O)=O)c(C)c1)OC1C=Cc2cccc(OC(=O)NS(=O)(=O)O)c2C1,65.84
COc1ccc(CC(CCCNC(=N)N)Cc2ccccc2)cc1,1,C(NC(=N)N)CCC([*])[*],c1(C*)ccccc1|*Cc1ccc(OC)cc1,13.46
CCCCOC(=O)N=C(N)c1ccc(NC(=N)c2ccc(NC(=O)CN3CCC(c4ccccc4)CC3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(C(=NC(OCCCC)=O)N)ccc1*|C1CN(CC(=O)*)CCC1c1ccccc1,27.77
COc1c(C)c(N2CCN(C)CC2)c(C)c(C)c1OCc1ccc(C(=N)NS(=O)(=O)c2ccccc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(C)c(C)c(O*)c(OC)c(C)c1N1CCN(C)CC1|O=S(=O)(*)c1ccccc1,29.35
N=C(N)NCCCC(N)Cc1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],c1(C*)ccc(O)cc1|N*,7.08
N=C(NC1CCN(C(=O)Cc2ccc(N=C(N)N)cc2)CC1)c1ccc(NC(=O)C(CCC(N)=O)NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(CC(=O)N2CCC(*)CC2)ccc1N=C(N)N|C(NC(CCC(=O)N)C(=O)*)=O,35.14
N=C(NS(=O)(=O)Nc1cccc(CCl)c1N=CNc1cc(Cl)ccc1Cl)c1ccc(CN2CCN(Cc3ccccc3CNC(=O)Cc3cccc(Br)c3)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1N(*)CCN(Cc2ccccc2CNC(=O)Cc2cccc(Br)c2)C1|c1cc(NS(=O)(*)=O)c(N=CNc2cc(Cl)ccc2Cl)c(CCl)c1,54.77
CNC(CCCNC(=N)N)c1ccccc1,1,C(NC(=N)N)CCC([*])[*],N(*)C|c1ccccc1*,9.83
N=C(N)NC(N=C(N)N)=NC(N)=NC(N)=NCCNC(=N)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(NC(=NC(=NC(=NCC*)N)N)N=C(N)N)(=N)N|O=C*,25.06
CC(C)(C)OC(=O)N(C(=O)Nc1ccc(Br)cc1F)c1ccnc(N)c1OCc1ccc(C(=N)NC(=O)c2ccccc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(N)c(O*)c(N(C(=O)OC(C)(C)C)C(=O)Nc2c(F)cc(Br)cc2)ccn1|c1cc(C(*)=O)ccc1,40.53
N=C(NC=O)c1ccc(Nc2ccc3ccccc3c2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|c1ccc2cc(*)ccc2c1,12.89
N=C(NC(=O)Oc1ccccc1)c1ccc(CN2CCN(Cc3ccc(N(O)c4ccccc4)cc(O)c3=O)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1CN(*)CCN1Cc1c(=O)c(O)cc(N(c2ccccc2)O)cc1|c1cccc(OC(=O)*)c1,29.76
COc1cc(CC(CCN)CCCNC(=N)N)cc(OC)c1,1,C(NC(=N)N)CCC([*])[*],*CCN|c1(C*)cc(OC)cc(OC)c1,15.89
N=C(NC=O)c1ccc(NC(=O)NCCCN=C=S)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|O=C(*)NCCCN=C=S,11.93
COc1ccc(Nc2nc(NCc3ccc(C(=N)NC(N)=O)cc3)nnc2C(N)=O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],n1c(N*)nc(Nc2ccc(OC)cc2)c(C(N)=O)n1|O=C(N)*,23.27
CC(C)(C)CCNC(N)CCCNC(=N)N,1,C(NC(=N)N)CCC([*])[*],CC(C)(CCN*)C|N*,16.18
CC1CCCC(C)N1CCC(=O)Nc1ccc(C(=N)Nc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(*)cccc1|C(CC(*)=O)N1C(C)CCCC1C,19.12
Cc1c(O)c(C)c2c(C)c(CN3CCN(Cc4ccc(C(=N)NS(=O)(=O)O)cc4)CC3)ccc2c1C,1,N(C(c1ccc(C[*])cc1)=N)[*],*N1CCN(Cc2c(C)c3c(c(C)c(C)c(O)c3C)cc2)CC1|O=S(*)(=O)O,26.05
N=C(N)NCCCC(Cc1ccccc1)c1cccc(O)c1,1,C(NC(=N)N)CCC([*])[*],c1ccc(*)cc1O|c1cc(C*)ccc1,13.96
N=C(NC(=O)CCc1ccccc1)c1ccc(Nc2ccc(C(N)=NCC(=O)O)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(CCC(*)=O)cccc1|N(=C(c1ccc(*)cc1)N)CC(O)=O,23.83
Cc1ccccc1S(=O)(=O)Nc1ccccc1N1CCN(Cc2ccc(C(=N)NS(=O)(=O)c3ccccc3)cc2)CC1,1,N(C(c1ccc(C[*])cc1)=N)[*],*N1CCN(c2c(NS(c3c(C)cccc3)(=O)=O)cccc2)CC1|c1cccc(S(*)(=O)=O)c1,26.63
N=C(N)Cc1ccc(C(CCCNC(=N)N)Cc2ccccc2)cc1O,1,C(NC(=N)N)CCC([*])[*],c1ccc(C*)cc1|Oc1cc(*)ccc1CC(=N)N,20.01
N=C(NC=O)c1ccc(NC(=O)Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|O=C(Cc1ccccc1)*,9.06
Cc1ccccc1CN(Cc1ccc(C(=N)NS(=O)(=O)O)cc1)c1nc(NCCc2ccccc2N)nc(N)c1NCC(=O)NN,1,N(C(c1ccc(C[*])cc1)=N)[*],O=C(NN)CNc1c(N(Cc2c(C)cccc2)*)nc(NCCc2ccccc2N)nc1N|O=S(*)(=O)O,40.08
Cc1cc(O)cc(C(CCCNC(=N)N)Cc2ccc3cc(O)c(O)cc3c2)c1,1,C(NC(=N)N)CCC([*])[*],c1(*)cc(C)cc(O)c1|c1(C*)cc2cc(O)c(O)cc2cc1,22.02
N=C(N)c1ccc(C(=O)NC(=N)c2ccc(NC(=O)Cc3ccccc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(=O)c1ccc(C(=N)N)cc1|C(*)(Cc1ccccc1)=O,16.98
CCNC(=NS(=O)(=O)N(Cc1ccccc1)C1CCNc2ccccc21)N1Cc2ccccc2N(Cc2ccc(C(=N)NC(N)=O)cc2)CC1CC,1,N(C(c1ccc(C[*])cc1)=N)[*],C(C1CN(*)c2c(cccc2)CN1C(NCC)=NS(=O)(=O)N(Cc1ccccc1)C1c2ccccc2NCC1)C|C(*)(=O)N,59.82
CCC(C)CCCNC(=N)N,1,C(NC(=N)N)CCC([*])[*],C(*)C|C*,8.42
N=C(NC(=O)c1ccccc1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(C(*)=O)cccc1|O=S(=O)(c1ccccc1)*,17.51
CNc1c(Cl)cccc1C(=O)Nc1cccc(NC(=O)NC(=N)c2ccc(CN(NC(=O)c3cc(Br)cc4ccccc34)c3ccc(OC)cc3N)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(OC)ccc(N(NC(c2c3c(cccc3)cc(Br)c2)=O)*)c1N|c1cc(NC(=O)*)cc(NC(=O)c2c(NC)c(Cl)ccc2)c1,56.26
N=C(N)NCCCC(c1ccccc1)c1ccc2nc(NCCCc3ccccc3)[nH]c2c1,1,C(NC(=N)N)CCC([*])[*],c1cc(*)cc2[nH]c(NCCCc3ccccc3)nc12|c1ccc(*)cc1,29.55
COc1ccc2nc(CNCc3ccc(C(=N)NS(=O)(=O)c4c(C)cc(C)cc4C)cc3)c(C(=O)NCCCCN=C(N)NCc3ccc(N(CCCl)CCCl)cc3)c(N)c2c1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(CCCNC(=O)c1c(N)c2c(ccc(OC)c2)nc1CN*)N=C(N)NCc1ccc(N(CCCl)CCCl)cc1|*S(c1c(C)cc(C)cc1C)(=O)=O,48.74
COc1ccc(Cc2ccccc2)cc1C(CCCNC(=N)N)C1CCCCC1,1,C(NC(=N)N)CCC([*])[*],C(c1cc(*)c(OC)cc1)c1ccccc1|C1(*)CCCCC1,19.79
CC(=O)Nc1ccc(C(=N)NC(=O)C(C)(C)C)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CC(C)(C)C(=O)*|O=C(C)*,11.53
N=C(NS(=O)(=O)c1cccc2cccnc12)c1ccc(CN2CCCN(Cc3ccccc3)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1CN(Cc2ccccc2)CCN(*)C1|c1c(S(*)(=O)=O)c2c(cccn2)cc1,26.9
N=C(N)NCCCC(N)Cc1ccccc1,1,C(NC(=N)N)CCC([*])[*],*N|c1(C*)ccccc1,6.74
CC[n+]1cccc(C(=O)Nc2cccc3c(OCc4ccc(C(=N)NS(=O)(=O)O)cc4)cc(NC(=O)NNCc4ccccc4)cc23)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(NC(c2c[n+](CC)ccc2)=O)cccc2c(O*)cc(NC(=O)NNCc3ccccc3)cc12|O=S(*)(=O)O,46.95
CS(=O)(=O)NC(CCC(N)CCCNC(=N)N)Cc1ccc2ccccc2c1,1,C(NC(=N)N)CCC([*])[*],*N|C(CC(NS(=O)(C)=O)Cc1cc2ccccc2cc1)*,21.13
N=C(NC(N)=O)c1ccc(Cc2ccccc2F)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],Fc1c(*)cccc1|*C(N)=O,19.23
CNC(CCCNC(=N)N)C1CC1C(N)=O,1,C(NC(=N)N)CCC([*])[*],C(=O)(C1CC1*)N|N(*)C,19.67
N=C(Nc1ccc(C=CCN=C(N)N)cc1)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C=Cc1ccc(*)cc1)N=C(N)N|O=C*,14.2
N=C(NC(=O)OCc1ccccc1)c1ccc(CN2CCCCCCC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1CN(*)CCCCC1|c1ccc(COC(=O)*)cc1,17.65
COC(=O)NC(=N)c1ccc(NC(=O)NC(CBr)=NNc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(=O)OC|*C(=O)NC(CBr)=NNc1ccccc1,26.05
Cc1ccccc1S(=O)(=O)NC(=N)c1ccc(CN(C)c2ccccc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1ccccc1N(C)*|O=S(=O)(*)c1c(C)cccc1,17.82
CS(=O)(=O)Oc1cccc(CC(CCCNC(=N)N)c2cccc(Cl)c2)c1,1,C(NC(=N)N)CCC([*])[*],c1(C*)cc(OS(=O)(=O)C)ccc1|Clc1cc(*)ccc1,19.26
CC(=O)Nc1ccc(C(=N)NC(=O)C=CCC(N)=NC=NN2CCCCC2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,*C(=O)C=CCC(=NC=NN1CCCCC1)N|CC(=O)*,23.62
CNc1cccc(S(=O)(=O)Nc2cccc(NC(=N)c3ccc(CN)cc3)c2)[n+]1C,1,N(C(c1ccc(C[*])cc1)=N)[*],*N|*c1cccc(NS(=O)(=O)c2[n+](C)c(NC)ccc2)c1,24.83
CC1CCC(C(N)CCCNC(=N)N)C(OCc2ccc(C(N)=NC(C)C)cc2)C1,1,C(NC(=N)N)CCC([*])[*],C1(*)CCC(C)CC1OCc1ccc(C(N)=NC(C)C)cc1|*N,17.52
N=C(NC(=O)C=CBr)c1ccc(NC(=O)CCCl)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,BrC=CC(=O)*|O=C(CCCl)*,18.13
COc1cccc(OCc2ccc(C(=N)NS(N)(=O)=O)cc2)c1C(=O)O,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(O*)c(C(=O)O)c(OC)ccc1|O=S(=O)(*)N,19.49
CC(=CCCC=CCC=CCC=CCC=CCC=CCC=CCCCCC(=O)NC(=CCCCCN=CN=C=N)C(=O)O)C(=O)NC(=N)c1ccc(NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CC(C(=O)*)=CCCC=CCC=CCC=CCC=CCC=CCC=CCCCCC(=O)NC(C(=O)O)=CCCCCN=CN=C=N|O=C*,48.6
COC(=O)c1cc(NS(N)(=O)=O)cc(OC(=O)NC(=N)c2ccc(CNc3c(C)cccc3Cl)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(Cl)c(N*)c(C)ccc1|c1c(OC(*)=O)cc(C(OC)=O)cc1NS(=O)(=O)N,32.6
CCNC(=N)c1ccc(NC(=O)Nc2ccc(S(=O)(=O)Cl)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(C)*|c1(S(Cl)(=O)=O)ccc(NC(*)=O)cc1,27.04
CCN(CC)CCNC(=O)c1c(C)c(OC(=O)Nc2cc(C)cc(Cl)c2NS(=O)(=O)O)cc(Cl)c1S(=O)(=O)NC(=N)c1ccc(CN)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],*N|c1(S(=O)(=O)*)c(C(NCCN(CC)CC)=O)c(C)c(OC(=O)Nc2c(NS(=O)(O)=O)c(Cl)cc(C)c2)cc1Cl,50.69
N=C(N)NCCCC(c1ccc(C(=N)N)cc1)C1CCCCC1,1,C(NC(=N)N)CCC([*])[*],c1cc(*)ccc1C(N)=N|C1C(*)CCCC1,14.17
N=C(Nc1ccc2c(c1)OCCO2)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc2c(cc1*)OCCO2|*C(c1ccccc1)=O,19.42
N=C(NC(=O)Oc1ccccc1)c1ccc(Cc2c(Oc3ccc(-c4nc(N)nc(N)n4)cc3)cccc2C(=N)N)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(Oc2cccc(C(N)=N)c2*)ccc(-c2nc(N)nc(N)n2)cc1|c1(OC(=O)*)ccccc1,36.44
Cc1cc(CC(CCCNC(=N)N)c2ccccc2)ccc1NS(C)(=O)=O,1,C(NC(=N)N)CCC([*])[*],*c1ccccc1|*Cc1ccc(NS(C)(=O)=O)c(C)c1,16.84
N=C(NC1=NC(=O)NCCC1)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C1(=O)N=C(*)CCCN1|c1ccccc1C(=O)*,17.08
COc1c(C)c(C)c(CCNC(=O)NC(CCc2ccc(C(=N)NC(=O)c3ccc(N=Nc4cccc(N)[n+]4C)c(C)c3)cc2)Cc2cccc(Cl)c2Cl)c(C)c1S(N)(=O)=O,1,N(C(c1ccc(C[*])cc1)=N)[*],*CC(NC(NCCc1c(C)c(C)c(OC)c(S(=O)(N)=O)c1C)=O)Cc1cccc(Cl)c1Cl|c1(C)cc(C(=O)*)ccc1N=Nc1cccc(N)[n+]1C,68.85
N=C(N)NCCCC(Cc1ccccc1)c1ccc2ccccc2c1,1,C(NC(=N)N)CCC([*])[*],C(c1ccccc1)*|c1c(*)ccc2ccccc12,15.49
N=C(NC(=O)Cc1cccc(COc2ccc(OCCCN)cc2)c1)c1ccc(NC(=O)Cc2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1c(OCCCN)ccc(OCc2cccc(CC(=O)*)c2)c1|c1cccc(CC(*)=O)c1,30.59
N=C(NS(=O)(=O)c1ccc(N)cc1)c1ccc(CNc2ccc3c(c2)CCN3C(=O)COc2ccccc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],O=C(COc1ccccc1)N1CCc2cc(N*)ccc21|c1c(S(=O)(*)=O)ccc(N)c1,35.24
CNc1ccc(C(=N)NC=O)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(*)=O|C*,10.37
CNCCOC(=O)NC(=N)c1ccc(CN(C)C2CC(N=C(N)N)C(N=C(Nc3cc(Br)cc(NN=Cc4ccccc4N)c3)N[N+](=O)[O-])C2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1(N=C(N)N)CC(N(*)C)CC1N=C(N[N+](=O)[O-])Nc1cc(Br)cc(NN=Cc2c(N)cccc2)c1|N(C)CCOC(=O)*,51.23
N=C(N)NCCCC(N)CC1CSC(=O)N1,1,C(NC(=N)N)CCC([*])[*],*N|C1(=O)NC(C*)CS1,13.65
C=CCNS(=O)(=NC)c1ccc(NC(=N)c2ccc(NC=O)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1(*)ccc(S(NCC=C)(=O)=NC)cc1|O=C*,22.03
N=C(NC(=O)c1ccccc1Oc1ccccc1)c1ccc(CN2CCCN(S(N)(=O)=O)CC2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C1CN(S(=O)(N)=O)CCCN1*|c1ccc(C(*)=O)c(Oc2ccccc2)c1,25.77
N=C(N)NCCCC(N)c1ccc(CC(=O)NCCSc2ccccc2)cc1,1,C(NC(=N)N)CCC([*])[*],*N|c1(*)ccc(CC(=O)NCCSc2ccccc2)cc1,17.82
CC=CCC=CC=CCC=CCC=CCC(=O)NC(=N)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,C(=O)(CC=CCC=CCC=CC=CCC=CC)*|c1ccc(C(*)=O)cc1,30.94
COC(=O)c1c(C)nc(NCc2ccc(C(=N)NC(N)=O)cc2)nc1NCC(=O)O,1,N(C(c1ccc(C[*])cc1)=N)[*],OC(CNc1c(C(OC)=O)c(C)nc(N*)n1)=O|C(=O)(*)N,25.66
Cc1cc(N(C)C)c2cc(C(N)CCCNC(=N)N)ccc2c1,1,C(NC(=N)N)CCC([*])[*],*N|c1(C)cc2ccc(*)cc2c(N(C)C)c1,22.73
N=C(NC=O)c1ccc(NC(=O)CCN=C(N)N)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|O=C(*)CCN=C(N)N,9.37
Cc1ccc(Br)cc1N=Nc1ccccc1C(=O)Oc1ccccc1COC(=O)N=C(N)NN=C(N)N1CCC(N(C)Cc2ccc(C(=N)NC(N)=O)cc2)CC1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(OC(=O)N=C(N)NN=C(N)N1CCC(N(C)*)CC1)c1c(OC(c2ccccc2N=Nc2c(C)ccc(Br)c2)=O)cccc1|NC(=O)*,50.7
COc1cccc(CC2CC3CCCCC3CN2C(N)CCCNC(=N)N)c1,1,C(NC(=N)N)CCC([*])[*],N*|C(C1CC2C(CCCC2)CN1*)c1cc(OC)ccc1,27.31
N=C(NOC(OC(=O)c1ccccc1CNC(=O)OCc1ccccc1)c1ccccc1)c1ccc(COc2ccc(NC(=O)NN=C(N)N)cc2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1cc(NC(=O)NN=C(N)N)ccc1O*|*OC(OC(=O)c1ccccc1CNC(OCc1ccccc1)=O)c1ccccc1,39.41
N=C(N)NCCCC(c1ccccc1)c1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],c1ccc(*)cc1|c1(*)ccc(O)cc1,8.9
CSC(=NN=C(C=Cc1ccc(NC(=O)Nc2ccc(C(=N)NC=O)cc2)cc1)c1ccccc1)NCCCN=C(N)N,1,[*]NC(c1ccc(N[*])cc1)=N,C(*)=O|c1cc(C(C=Cc2ccc(NC(=O)*)cc2)=NN=C(NCCCN=C(N)N)SC)ccc1,31.28
N=C(NS(=O)(=O)Nc1cc(Cc2cc(Cc3ccccc3)cc(C(=O)O)c2)c(N)cc1NC(=O)OCc1ccccc1)c1ccc(CNc2ccc(OCc3ccccc3)cc2F)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(OCc2ccccc2)ccc(N*)c(F)c1|c1c(NS(=O)(*)=O)c(NC(OCc2ccccc2)=O)cc(N)c1Cc1cc(Cc2ccccc2)cc(C(=O)O)c1,53.86
Cc1cc(C(N)CCCNC(=N)N)ccc1OS(C)(=O)=O,1,C(NC(=N)N)CCC([*])[*],c1(*)cc(C)c(OS(C)(=O)=O)cc1|*N,13.79
N=C(NC(=O)NN=Cc1ccccc1)c1ccc(NC(=O)C(N)CCOc2ccc([N+](=O)[O-])cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1ccc(C=NNC(*)=O)cc1|c1(OCCC(C(=O)*)N)ccc([N+](=O)[O-])cc1,37.19
N#Cc1ccccc1COc1ccc(OCc2ccc(C(=N)NOCc3ccccc3)cc2)c(CCC(=O)O)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(COc2ccc(O*)c(CCC(=O)O)c2)ccccc1C#N|*OCc1ccccc1,33.86
N=C(N)NCCCC(N)CC(CSCc1ccc(O)cc1)NC(=O)CCCN=C(N)N,1,C(NC(=N)N)CCC([*])[*],*N|C(CC(NC(C*)CSCc1ccc(O)cc1)=O)CN=C(N)N,23.04
CC[n+]1ccc(Nc2ccc(C(=N)NC(=O)c3ccccc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cccc(C(*)=O)c1|c1c[n+](CC)ccc1*,14.82
Cc1ccccc1NC(=O)N1CCCN(c2ccc(CCc3ccc(C(=N)NC(=O)Nc4cc[n+](C)cc4)cc3)cc2)CC1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1ccc(NC(=O)N2CCN(c3ccc(C*)cc3)CCC2)c(C)c1|N(C(=O)*)c1cc[n+](C)cc1,37.78
CNC(CCCNC(=N)N)c1ccc(Cl)cc1,1,C(NC(=N)N)CCC([*])[*],c1(Cl)ccc(*)cc1|N(*)C,12.39
CC[N+](=CCNC(=N)c1ccc(NC(=O)CCl)cc1)CC,1,[*]NC(c1ccc(N[*])cc1)=N,CC[N+](CC)=CC*|C(=O)(CCl)*,23.15
N=C(N)NCCCC(Cc1ccc(O)cc1)C1CCC(NS(N)(=O)=O)C1,1,C(NC(=N)N)CCC([*])[*],c1(C*)ccc(O)cc1|C1(*)CC(NS(=O)(N)=O)CC1,18.3
N=C(NS(=O)(=O)O)c1ccc(CNc2c(C(N)=O)c(O)cc(OC(=O)c3ccccc3C(=O)O)c2C(=O)O)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],N(*)c1c(C(N)=O)c(O)cc(OC(c2c(C(=O)O)cccc2)=O)c1C(=O)O|S(*)(=O)(=O)O,36.78
N=C(NC=O)c1ccc(NC(=O)CN=C(N)N)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C*|*C(=O)CN=C(N)N,10.65
N=C(NC=O)c1ccc(COc2cccc(C(=O)Nc3ccccc3N)c2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(C(Nc2c(N)cccc2)=O)cccc1O*|C(*)=O,24.18
COc1ccc(CC(CCCNC(=N)N)C2CCCCC2)cc1,1,C(NC(=N)N)CCC([*])[*],C1C(*)CCCC1|c1(C*)ccc(OC)cc1,12.44
N=[N+]=NCCC(=O)Nc1ccc(C(=N)Nc2ccccc2C(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,c1cc(*)c(C(c2ccccc2)=O)cc1|O=C(*)CCN=[N+]=N,25.12
N=C(NS(=O)(=O)Cc1ccccc1CN)c1ccc(CNCc2ccc(Cl)cc2C(=O)NO)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],C(NO)(=O)c1c(CN*)ccc(Cl)c1|*S(=O)(=O)Cc1c(CN)cccc1,33.92
N=C(N)NCCCC(N)c1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],*N|c1(*)ccc(O)cc1,7.81
N=C=NC=C[SH](=N)(C(=O)O)c1cccc(C(=O)NC(=N)c2ccc(NC(=O)CC(=O)O)cc2)c1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(*)c1cccc(S(=N)(C=CN=C=N)C(O)=O)c1|*C(CC(=O)O)=O,39.7
CNC(=O)NC(=N)c1ccc(CNc2nc(N)nc(NC(c3ccccc3)c3c(N)nc(N)[nH]c3=O)n2)cc1,1,N(C(c1ccc(C[*])cc1)=N)[*],n1c(N*)nc(NC(c2ccccc2)c2c(=O)[nH]c(N)nc2N)nc1N|*C(=O)NC,26.52
CC(=O)Nc1ccc(C(=N)NC(=O)c2ccc(C(=O)NCCCCC=Cc3ccccc3)cc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,O=C(*)c1ccc(C(NCCCCC=Cc2ccccc2)=O)cc1|CC(*)=O,21.76
CN(Cc1ccc(C(=N)NS(=O)(=O)O)cc1)Cc1cccc(OCc2c(O)cc(N=Nc3ccccc3N(N)c3ccccc3)cc2OCCCCC(=O)O)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1c(O)c(COc2cccc(CN(*)C)c2)c(OCCCCC(O)=O)cc1N=Nc1c(N(c2ccccc2)N)cccc1|O=S(O)(=O)*,50.98
N=C(N)NCCCC(N)Cc1ccc(N)cc1,1,C(NC(=N)N)CCC([*])[*],N*|C(*)c1ccc(N)cc1,11.76
CN(C)C(=O)NC(=N)c1ccc(NC(=O)c2ccccc2)cc1,1,[*]NC(c1ccc(N[*])cc1)=N,CN(C(=O)*)C|O=C(*)c1ccccc1,19.25
CSc1cccc(CNCCOc2ccc(C3(NCc4ccc(C(=N)NS(=O)(=O)c5ccc(S(N)(=O)=O)cc5)cc4)CCC3)cc2)c1,1,N(C(c1ccc(C[*])cc1)=N)[*],c1(SC)cc(CNCCOc2ccc(C3(N*)CCC3)cc2)ccc1|c1cc(S(*)(=O)=O)ccc1S(=O)(N)=O,51.64
N=C(N)NCCCC(CC(N)CCN=C(N)N)c1ccc(O)cc1,1,C(NC(=N)N)CCC([*])[*],c1(O)ccc(*)cc1|N(=C(N)N)CCC(N)C*,22.89
